Grupo,Frase,Tipo
1184,The right throttle control quadrant has broken phenolic spacers — two are fractured.,var
1185,All spark plugs are worn.,var
1185,Every spark plug shows significant electrode wear.,var
1185,All the plugs are shot.,var
1185,Found wear on all spark plugs during inspection.,var
1186,"Engine RPM dropped suddenly by about 200–300 RPM, accompanied by STRO.",var
1186,Suddenly lost roughly 250 rpm and STRO occurred at the same time.,var
1186,"RPM fell 300–400 RPM in a sudden drop, with STRO noted.",var
1186,"A sudden decrease of approximately 180–280 RPM happened on the engine, accompanied by STRO.",var
1187,Observed worn areas on the black seal in the lower forward baffling.,var
1187,Found rubbed-through spots on the BLK seal at the lower front baffle.,var
1187,Worn spots noted on the black seal of the lower-front baffling.,var
1187,The lower front baffle’s black seal shows signs of wear in several locations.,var
1188,A recurring clicking was observed during the initial climb and continued whenever the engine encountered resistance.,var
1188,Heard a clicking sound on takeoff and it kept up anytime the airplane was under resistance.,var
1188,Clicking noise noted during initial climb and throughout periods of resistance.,var
1188,"During the initial climb and while the aircraft was under load, a clicking noise was present.",var
1189,Propeller overspeed; RPM reached about 2850 with the prop control at high RPM in L.,var
1189,    ,var
1189,Prop oversped — revs hit roughly 2800 RPM while the prop control was in the L/high-RPM position.,var
1189,    ,var
1189,"Prop overspeed recorded, approximately 2900 RPM, prop control set to L (high rpm).",var
1189,    ,var
1189,Experienced prop overspeed; engine speed climbed to about 2750 rpm even though the prop control was in L.,var
1190,The center cowling inlet tube requires replacement.,var
1190,Replace the middle cowl inlet tube — it needs a new unit.,var
1190,The inlet tube located in the center cowling must be replaced.,var
1190,Center cowling inlet tube is unserviceable and should be changed out.,var
1191,The engine quit while operating.,var
1191,#2 engine suddenly shut down.,var
1191,Right engine died during the flight.,var
1191,Engine lost power and stopped running.,var
1192,The engine would shut down whenever the mixture was leaned while the aircraft was on the ground.,var
1192,"When leaning the mixture on the ground, the #2 engine would quit.",var
1192,"On the ground, pulling the mixture back caused the left engine to cut out.",var
1192,"During taxi/ground operations, reducing the mixture made the engine stall and stop.",var
1193,On start-up the engine runs rough and tends to stall at about 950 RPM.,var
1193,"Right after starting the engine it's rough and almost dies when set to 1,100 rpm.",var
1193,Engine exhibits rough operation after startup and wants to quit at roughly 900 RPM.,var
1193,"Following start the engine roughs out and nearly stalls at around 1,050 rpm.",var
1194,The right aft inboard (I/B) baffle screw is missing by the dipstick.,var
1194,Found the screw missing from the left rear inboard baffle next to the dipstick.,var
1194,A screw from the right rear inboard baffle adjacent to the dipstick was absent.,var
1194,"The inboard baffle screw on the left aft side, adjacent to the dipstick, was found missing.",var
1195,Aircraft experienced a brief loss of engine power.,var
1195,We had a short power blip.,var
1195,A momentary loss of power was recorded during operation.,var
1195,Encountered a transient power interruption lasting a few seconds.,var
1196,All intake gaskets must be replaced.,var
1196,Replace every intake gasket — they need renewal.,var
1196,Every intake gasket requires replacement before return to service.,var
1196,Remove and install new gaskets on all intake connections.,var
1197,Cylinder No. 3 on the right engine is cracked.,var
1197,Found a crack in cylinder 4 of the left engine during inspection.,var
1197,Crack detected in right engine cylinder 2.,var
1197,Left engine cylinder three shows a crack.,var
1198,While under power—during climb and in cruise—the engine was running rough.,var
1198,Found the engine rough-running when power was applied on climb and during cruising.,var
1198,Engine experienced roughness under power during the climb and while at cruise.,var
1198,"Under power, in both climb and cruise phases, the engine was observed to run unevenly.",var
1199,Fasteners were missing from the #2 cylinder baffle.,var
1199,    Found missing hardware on the No. 1 cylinder baffle during inspection.,var
1199,    Inspection revealed hardware absent from cylinder baffle #3.,var
1199,    The bolts/clips securing the #4 cylinder baffle were not present.,var
1201,All intake tube gaskets are leaking and should be replaced.,var
1201,Every gasket on the intake tubes is showing a leak.,var
1201,Inspection revealed leaks at each intake tube gasket.,var
1201,All intake tube gaskets have developed leaks.,var
1202,A crack was found in the baffle of the left engine E-cylinder.,var
1202,Noticed cracked baffling on the right engine B-cylinder.,var
1202,Inspection revealed the left engine #3 (E) cylinder baffle is cracked.,var
1202,E-cylinder baffling cracked on the right engine.,var
1203,A small crack was found on the left lower-forward side of the forward baffle.,var
1203,Spotted a tiny crack on the lower front area of the right forward baffle.,var
1203,Minor cracking observed on the lower-forward portion of the forward baffle on the left side.,var
1203,Forward baffle shows a small crack at its lower-front section on the right side.,var
1204,The right engine still has preservative oil on the intake pipes of cylinder #3.,var
1204,Preservative oil remains on the intake tubes for cylinder #2 of the left engine.,var
1204,Preservative oil is present on the cylinder #4 intake pipes of the right engine.,var
1204,Left engine cylinder 3 intake pipes show residual preservative oil.,var
1205,#2 cylinder baffle needs a barrel nut.,var
1205,The baffle on cylinder No.3 is missing its barrel nut.,var
1205,No.1 cylinder baffle requires a barrel nut to secure it.,var
1205,Cylinder 4 baffle needs a barrel nut installed.,var
1206,"A rough, chopping noise is heard from the engine when fuel is applied.",var
1206,When fuel is turned on the engine makes a coarse chopping sound.,var
1206,The engine emits a rough chop on application of fuel.,var
1206,"On introduction of fuel the engine produces a rough, intermittent chopping noise.",var
1207,The right lower baffle tie‑wire hole is elongated.,var
1207,Found an elongated safety‑wire hole in the left bottom baffle.,var
1207,The tie‑wire hole on the lower right baffle has been worn oversize.,var
1207,Lower baffle tie‑wire hole (left side) shows elongation.,var
1208,Right engine sputtered at about 1700 RPM while the throttle was being advanced.,var
1208,When I opened the throttle the left engine started coughing around 1800 rpm.,var
1208,RH engine began to sputter near 1600 RPM as throttle increased.,var
1208,During throttle advancement the right-hand engine intermittently sputtered around 1700–1800 rpm.,var
1209,During flight the propeller exceeded the speed limitation of 2720 RPM.,var
1209,In flight the prop went past the 2720 rpm limit and climbed to about 2750 rpm.,var
1209,While airborne the prop speed violated the 2720 rpm restriction — recorded near 2800 rpm.,var
1209,"The propeller rpm exceeded the allowed 2720 rpm during flight, roughly 2745 rpm indicated.",var
1210,The pilot reported a propeller overspeed of about 20 RPM that lasted a few seconds.,var
1210,PIC said the prop suddenly spiked roughly 18 rpm for several seconds.,var
1210,Pilot reported the prop rpm exceeded limits by approximately 22 RPM for a short duration.,var
1210,Crew noted a brief prop overspeed of around 15 RPM lasting only a few seconds.,var
1211,Both bolts securing the engine grounding strap were loose.,var
1211,Found the engine ground strap had its two bolts loose.,var
1211,Left and right bolts for the engine grounding strap were both loose.,var
1211,Both fastening bolts on the engine ground strap were not tightened.,var
1212,The induction elbow drain tube requires repositioning.,var
1212,The drain tube on the induction elbow needs to be moved back into position.,var
1212,Repositioning of the induction-elbow drain tube is necessary to restore proper drainage.,var
1212,Move the induction elbow’s drain tube — it’s not in the correct location.,var
1213,Started the engine; it ran rough at start but stayed running.,var
1213,"Engine was started and exhibited roughness on start, yet it continued to operate.",var
1213,"On start, the engine showed noticeable rough running, however it kept running.",var
1213,"After starting, the engine ran rough but did not quit and continued to run.",var
1214,During run-up the exhaust gas temperature on cylinder #3 was low and the engine ran rough after start.,var
1214,On the run-up I noted low EGT on cylinder #2 and the engine was rough right after starting.,var
1214,Low EGT was observed on cylinder #4 during run-up; the engine exhibited rough running following start.,var
1214,After start the engine ran rough and cylinder #1 showed a low exhaust gas temperature on runup.,var
1215,Inspect the oil drain tubes on engines 1 and 3 for chafing from the anti‑chafe sleeve.,var
1215,Check #2 and #4 oil drain lines—anti‑chafe material is rubbing and wearing them where it contacts the tube.,var
1215,Verify left and right oil drain tubes for abrasion caused by the anti‑chafe protection.,var
1215,Found anti‑chafe abrasion on the #1 oil drain tube; also inspect tube 3.,var
1216,All bolts securing the grounding straps from the engine and firewall to the frame on the left side are loose.,var
1216,Found the bolts that attach the engine and firewall ground straps to the frame on the right side loose.,var
1216,Every bolt for the ground straps between firewall/engine and the frame is loose on the LHS.,var
1216,The bolts for the grounding straps tying the engine and firewall to the frame are all loose — left side.,var
1217,The forward baffle on cylinder #3 has a hole in it.,var
1217,Found a hole in the front baffle of cylinder #1.,var
1217,Forward cylinder baffle on #4 shows a clear hole.,var
1217,Cylinder #2's forward baffle has a hole.,var
1218,Inspection revealed soot and burn damage consistent with a carburetor fire on the left carburetor airbox.,var
1218,Found charring and heat marks indicating a carb fire at the right carburetor airbox.,var
1218,Evidence of carburetor combustion was observed on the left carburetor air box.,var
1218,Soot accumulation and burn scars point to a carburetor fire on the right carburetor airbox.,var
1219,Lower-cowl seals on engines No. 1 and No. 2 are loose.,var
1219,Both the right and left lower cowl seals are coming loose.,var
1219,Found loose lower cowl seals on the left and right engines.,var
1219,Lower cowl seals loose on #2 and #1 engines.,var
1220,Small corrosion spot observed on the aft upper left area of the left engine mount.,var
1220,Found a tiny rust spot on the rear top of the right engine mount.,var
1220,Minor rust noted at the aft top of the #2 engine mount.,var
1220,A small rust spot was recorded on the aft top of the left-hand engine mount.,var
1221,Engine RPM spiked to 2740 rpm for about 1–3 seconds.,var
1221,The tach jumped to roughly 2750 rpm for around two seconds.,var
1221,Observed approximately 2700–2800 rpm for 1 to 3 seconds during the event.,var
1221,RPM hit about 2740 for roughly three seconds.,var
1222,An oil leak was found at the right engine backbone at the aft bolt.,var
1222,Found oil seeping from the aft bolt on the left engine backbone.,var
1222,Oil leakage noted at the aft fastener of the right engine backbone.,var
1222,Leak detected at the rear (aft) bolt on the left engine backbone — oil present.,var
1223,Baffle hold-down bolt hole on engine #2 needs new rivets.,var
1223,The #3 engine baffle bolt hole for the hold-down has worn rivets and needs replacing.,var
1223,Replace rivets at the hold-down bolt hole of the #4 engine baffle.,var
1223,The baffle hold-down bolt hole on engine #1 is deteriorated and requires new rivets.,var
1224,The clamp on the battery mount is broken.,var
1224,Found the battery mount clamp snapped off.,var
1224,A broken clamp was observed on the battery bracket.,var
1224,Battery tray clamp fractured and not securing the battery.,var
1225,The engine cowl cam lock was found loose during inspection.,var
1225,Cowl cam latch on the engine is loose — needs tightening.,var
1225,Engine cowl cam lock not secured.,var
1225,Observed excessive play in the cam-style lock of the engine cowl.,var
1226,Baffle seals on cylinders #2 and #4 of the left engine need to be replaced.,var
1226,The left engine’s baffle seals for cylinders 4 and 2 require servicing.,var
1226,Replace the baffle seals on the right engine at cylinders #2 and #4.,var
1226,Inspect and renew the baffle seals on cylinders #1 and #3 of the left-hand engine.,var
1227,Aft baffle on cylinder 2 is missing its mount bolt.,var
1227,Found the #3 cylinder’s rear baffle with the mounting bolt gone.,var
1227,Cylinder 4 aft baffle has a missing mounting bolt.,var
1227,Left cylinder aft baffle missing mount bolt.,var
1228,The lower fireseal on the right engine is loose.,var
1228,Found the left engine lower fire seal not secure — it’s loose.,var
1228,Lower fireseal on #2 engine is loose and requires securing.,var
1228,Right-hand engine’s lower fire seal has come loose and needs attention.,var
1229,Engine started normally; 60 seconds after start the engine began to...,var
1229,"It fired up fine, then about one minute after start the engine began to...",var
1229,Started normally — roughly 45 sec after start the engine began to...,var
1229,Engine start was normal; approximately 30 s after ignition the engine began to...,var
1230,A fuel leak was observed at the drain fitting.,var
1230,Fuel is leaking from the drain port.,var
1230,Found fuel seeping out of the drain during inspection.,var
1230,Fuel has been escaping from the drain valve.,var
1231,The Adel clamp on the aft right primer line needs to be replaced.,var
1231,Replace the Adel clamp on the rear left primer hose — it’s worn and should be swapped out.,var
1231,Aft primer line Adel clamp (left side) is due for replacement.,var
1231,Change the Adel clamp on the right rear primer line; it no longer secures the hose.,var
1232,Remove the zip ties from the engine mounts.,var
1232,The cable ties on the engine mounting points must be taken off.,var
1232,Found zip-ties attached to the engine mounts — cut and remove them.,var
1232,Engine mount zip ties need to be removed before further work.,var
1233,Chafe tape is required on the #2 baffle.,var
1233,Apply chafe tape to the left baffle to stop the rubbing.,var
1233,Install chafe tape on the #3 baffle to prevent wear.,var
1233,Need to add chafe tape to the right baffle (No.1) where chafing was noted.,var
1234,During run-up the engine was extremely rough and produced several loud noises.,var
1234,On the run-up it ran real rough and there were a few big bangs.,var
1234,Engine exhibited severe roughness during run-up with multiple loud sounds noted.,var
1234,While performing run-up the engine ran very rough and gave off several loud pops.,var
1235,Right forward baffling is cracked.,var
1235,Found a crack in the forward baffling on the left side during inspection.,var
1235,The forward baffle on the right-hand side shows a fracture.,var
1235,No. 2 forward baffling has a crack.,var
1236,Remove all zip ties from the engine mount.,var
1236,Take the cable ties off the engine mount before reinstalling components.,var
1236,Cut and remove any tie-wraps remaining on the engine mount.,var
1236,Clear the zip-ties from the engine mount — they must be taken off.,var
1237,Ducting is chafing the oil pressure (PSI) line at the firewall.,var
1237,Found the duct rubbing on the oil PSI line right next to the firewall.,var
1237,Observed contact between the ducting and the oil pressure line adjacent to the firewall.,var
1237,Ducting rubbing on the oil psi line by the firewall — secure it to stop wear.,var
1238,Left-hand top engine baffle seal is loose.  ,var
1238,The upper baffle seal on the right engine (No. 1) was found loose.  ,var
1238,"During inspection, a loose seal was noted on the LH top baffle.  ",var
1238,Top baffle seal on engine #2 — left side — came up loose.,var
1239,The left engine began running rough in flight while both mixture and throttle were set to full.,var
1239,In flight the #2 engine started to run rough even though mixture and power were at full.,var
1239,Right engine exhibited rough-running during flight with mixture full and full throttle.,var
1239,The #1 engine went rough in the air at full mixture and full power.,var
1240,Right forward baffle section above cylinder No. 1 has damaged nutplates.,var
1240,The left forward baffle over cylinder #2 has busted nutplates.,var
1240,Found damaged nutplates on the forward baffle section above the #3 cylinder on the right side.,var
1240,Forward baffle above cylinder 4 on the left side shows damaged nutplates.,var
1241,Both engines flamed out after the landing ground roll stopped and were restarted.,var
1241,"When we stopped at the end of the landing roll both engines quit, then were restarted.",var
1241,Engines 1 and 2 died when the airplane came to a stop after the landing roll; they were restarted.,var
1241,After the landing ground roll came to a stop both engines shut down and were subsequently restarted.,var
1242,The top-of-case bolt on the engine shows evidence of fluid leakage.,var
1242,There's oil seeping from the bolt on top of the engine case.,var
1242,Bolt atop engine case exhibits signs of leaking.,var
1242,Inspect the bolt on the upper engine case — visible leak residue present.,var
1243,Heard a strange howling noise that gets louder during flight.,var
1243,"An unusual high‑pitched whine was noted, increasing in volume as airspeed rises.",var
1243,There is an eerie howl that intensifies while the airplane is airborne.,var
1243,During flight the aircraft produces a growing howling sound that becomes louder with speed.,var
1244,The seals on the right engine lower aft cowling require regluing.,var
1244,Reglue the seals on the lower aft cowling of the left engine.,var
1244,Right engine lower rear cowling has seals coming loose and needs them glued back on.,var
1244,Seals on the lower aft cowling (left engine) are to be re-bonded.,var
1245,A crack was found at the starter-generator air vent in the lower aft cowl of the left engine.,var
1245,Noticed a crack in the lower aft cowl starter-gen air vent on the right engine during inspection.,var
1245,Lower aft cowl on #2 engine — starter generator air vent shows a crack.,var
1245,Starter gen air vent in the lower aft cowl cracked on the #1 engine.,var
1246,Chafe tape required on the bulkhead behind the fuel nozzles of the left engine.  ,var
1246,Apply chafe tape to the bulkhead aft of the #2 engine fuel nozzles.  ,var
1246,Install anti-chafe tape on the bulkhead behind the fuel nozzle area on the right engine.  ,var
1246,Bulkhead behind left‑engine fuel nozzles needs chafe protection tape.,var
1247,Baffle tie wire on engines #1–3 is broken.,var
1247,Found the tie wire securing the baffles on engines #2 through #4 snapped.,var
1247,Tie wire for the baffle between #3 and #1 is fractured.,var
1247,Left-side baffle tie wire broken on engines 1 to 3.,var
1248,The wire anchor securing the CHT/EGT leads on cylinders #2 and #4 is broken.,var
1248,Found the CHT/EGT wire anchor busted on cylinders 4 and 2 during inspection.,var
1248,The anchor for the cylinder head temp and exhaust gas temp wiring on cylinders #1 & #3 came apart.,var
1248,Replace the broken anchor that holds the CHT/EGT wires on cylinders #2 and #4.,var
1249,"After start-up, the engine runs very rough and exhibits heavy shaking.",var
1249,Engine is rough and shaking badly right after it’s started.,var
1249,On initial run the engine vibrates and operates roughly immediately post-start.,var
1249,"After starting, the engine has significant vibration and an unusually rough idle.",var
1250,A maintenance flight is required to check for abnormal engine roughness at flight level.,var
1250,Need to conduct a maintenance test flight to see if the engine runs rough while at altitude.,var
1250,Perform a maintenance sortie to verify in‑flight abnormal engine roughness at FL.,var
1250,Schedule a maintenance flight to investigate engine roughness during cruise at flight level.,var
1251,Detected oil leak at the left engine hoisting loop.,var
1251,The right engine hoisting loop is dripping oil.,var
1251,Oil was found seeping from the LH engine hoist loop during inspection.,var
1251,Left-side engine hoisting loop leaking oil.,var
1252,"During a power‑on stall at full throttle, a loud tapping noise was heard.",var
1252,"While doing a power-on stall with the throttle at 100%, we heard a loud tap.",var
1252,A loud tap was noted during the full‑throttle power-on stall.,var
1252,"During the power-on stall event at maximum throttle, a distinct tapping sound occurred.",var
1253,In straight-and-level flight the airplane experienced two vibrations accompanied by aircraft yaw.  ,var
1253,While cruising level we felt a single vibration and the A/C began to yaw.  ,var
1253,"During straight & level flight, 3 vibrations were noted with associated yaw of the airplane.  ",var
1253,Level flight produced a pair of bumps and noticeable yawing of the aircraft.,var
1254,The #4 intake on the right engine is leaking and the #3 intake on the left engine is leaking.,var
1254,Both intakes are leaking — #3 on the right engine and #4 on the left.,var
1254,Found leaks at the right engine’s #4 intake and at the left engine’s #3 intake.,var
1254,Left engine intake #4 leaking; right engine intake #3 leaking.,var
1255,Inspection found the forward left baffle/cowl seal inside the left engine cowl.,var
1255,Found the forward-left baffle/cowl seal loose in the right engine cowling.,var
1255,The #1 engine had its forward left baffle/cowl seal located within the engine cowl.,var
1255,Forward left baffle/cowl seal discovered in the #2 engine cowl.,var
1256,Fuel is leaking from the #3 intake tube.,var
1256,A fuel leak was detected at the #4 intake tube.,var
1256,Fuel is escaping the #2 intake duct.,var
1256,Found fuel seeping from the intake tube on #5.,var
1257,The engine drain lines need their Adel clamps replaced.,var
1257,Replace the Adel clamps on the engine drain lines.,var
1257,Adel clamps securing the engine drain lines are worn and must be changed.,var
1257,Swap out the Adel clamps on the engine's drain lines.,var
1258,The pilot reported an intake leak.,var
1258,The pilot advised there was a leak in the engine intake.,var
1258,Crew was informed by the pilot of an air intake leak.,var
1258,A leak in the intake system was reported by the pilot.,var
1259,Right engine running rough; during run-up the engine vibrated violently.,var
1259,Left engine was rough and during the run-up it was shaking violently.,var
1259,During run-up the #2 engine showed severe vibration and was running rough.,var
1259,The RH engine kicked and ran rough with violent vibration during the run-up.,var
1260,Left and right lower engine cowlings require cleaning.,var
1260,Both lower cowls on the engines need to be cleaned.,var
1260,Two lower engine cowlings are dirty and must be cleaned.,var
1260,R/H and L/H lower cowls need cleaning.,var
1261,Left-hand engine intake gaskets on cylinders 2 and 4 are leaking.,var
1261,L/H engine — intake gaskets at #4 and #2 found leaking.,var
1261,Port engine intake gasket leaks observed on cylinders two and four.,var
1261,LH engine: intake gaskets for nos. 2 & 4 showing leakage.,var
1262,The magnetos were found out of standard during inspection.  ,var
1262,Both magnetos are below required limits and need attention.  ,var
1262,Magnetos do not conform to the specified standards and are out of tolerance.  ,var
1262,Found magnetos outside allowable limits — recommend repair or overhaul.,var
1263,"Prop overspeed, high RPM, or any reading above 22 inches would require immediate inspection.",var
1263,"If the prop overspeeds, RPM stays high, or pressure climbs past 24 in., have it checked right away.",var
1263,"Any prop overspeed event, excessive RPM, or values over 20 inches should trigger maintenance action.",var
1263,"An oversped prop, too-high RPM, or anything above 23 in. would necessitate an inspection.",var
1264,During landing the left engine’s #2 cylinder lost both cylinder-head temperature and exhaust-gas temperature indications.,var
1264,On touchdown the right engine cylinder 3 suddenly dropped CHT and EGT readings.,var
1264,CHT and EGT for cylinder 1 on the left engine went to zero during landing.,var
1264,During landing cylinder 2 on the right engine lost its cylinder head and exhaust gas temps and also started showing abnormal indications.,var
1265,Lower intake tube on engine #3 is leaking.,var
1265,There’s a leak in the lower intake tube of engine #2.,var
1265,Found leakage from the lower intake duct on the left engine.,var
1265,Observed a leak at the lower intake tube of engine #4 during inspection.,var
1266,The aft baffle attachment screw for cylinder No. 3 has come out.,var
1266,I found the rear baffle attach screw on cylinder 2 has backed out.,var
1266,Cylinder 4’s aft baffle attach screw is missing — it worked its way out of the mount.,var
1266,Aft baffle attach screw on No.3 cylinder has loosened and fallen out.,var
1267,"Tie rod on cylinders #1 and #3 is loose, and the aft baffle is contacting oil.",var
1267,"Found the tie‑rod loose between cylinders #2 and #4, with oil contacting the aft baffle.",var
1267,Loose tie rod at cylinders 3 and 1; aft baffle is coming into contact with oil.,var
1267,The tie rod for cylinders #1 & #2 is loose and the aft baffle is being fouled by oil.,var
1268,Rocker covers on cylinders No. 2 and No. 4 are each missing one screw.,var
1268,Found the #1 and #3 cylinder rocker covers without one screw apiece.,var
1268,Cylinder rocker covers for 4 and 2 were found short one screw each.,var
1268,Left-side rocker covers on cylinders 2 and 4 are lacking a single mounting screw each.,var
1269,"During run-up, switching to the left magneto produced a 250 RPM drop.",var
1269,"At run-up, checking the right mag resulted in about a 275 rpm loss.",var
1269,Run-up mag check showed roughly a 200 RPM decrease on the left magneto.,var
1269,"While doing the run-up, selecting the right magnetos caused rpm to fall by approximately 260.",var
1270,"During the last landing rollout, while vacating the runway, the engine was shut down.",var
1270,"On the previous landing as the aircraft exited the runway, the engine was shut down.",var
1270,Last landing — exiting runway; engine shut down.,var
1270,"After the last landing when coming off the runway, the engine had to be shut down.",var
1271,The right engine inlet screen wire is broken.,var
1271,Found the inlet screen wire on the left engine snapped during inspection.,var
1271,Inlet screen wiring on engine No. 2 is fractured.,var
1271,Engine #1 inlet screen wire has failed — it’s broken.,var
1272,During flight the engine began making an abnormal noise and noticeable vibration.,var
1272,The pilot reported the engine started producing unusual sounds and abnormal vib while airborne.,var
1272,In flight the engine developed an abnormal sound accompanied by increased vibration.,var
1272,Engine began emitting a strange noise and vibrating abnormally during flight.,var
1273,The forward left-bottom baffle is rubbing against the muffler.,var
1273,Front baffle on the right lower side is contacting the muffler.,var
1273,Found the forward baffle at the left lower edge chafing the exhaust muffler.,var
1273,"Forward baffle, lower right side, rubbing with muffler.",var
1274,Left lower engine cowl cam lock is missing its lock washer.,var
1274,The lower right engine cowl cam lock had the lock washer come off.,var
1274,Missing lock washer on the cam lock of the LH lower cowl.,var
1274,Right lower cowling cam lock found without a lock washer during inspection.,var
1275,Engine stalled at idle during taxi three times and could not be restarted afterward.,var
1275,While taxiing the engine quit at idle twice and wouldn’t start back up after.,var
1275,During taxi the engine died at idle on one occasion and would not start aft.,var
1275,Engine shut down at idle during taxi four times — unable to get it started after.,var
1276,Inspection finding: oil pressure line support bracket and fuel flow transducer wire require attention.,var
1276,Found the oil pressure line support bracket and the fuel flow transducer wire need repair.,var
1276,Note: issue observed with the oil pressure line support bracket and the fuel flow transducer wire.,var
1276,Secure or service the oil pressure line support bracket and the fuel flow transducer wire.,var
1277,The fuel-line support bracket on the #3 exhaust pushrod tube is missing.,var
1277,Missing the fuel line mounting bracket off the exhaust push-rod tube for cylinder 1.,var
1277,Couldn’t find the fuel support bracket that attaches to the exhaust pushrod tube of cylinder 4.,var
1277,The bracket supporting the fuel line on the #2 exhaust pushrod tube is absent.,var
1278,The left and right baffle spark plug access holes are damaged.,var
1278,    Baffle spark plug access holes on engines 2 and 1 show damage.,var
1278,    Both baffle access holes for the spark plugs are busted.,var
1278,    Found damage to both spark-plug access openings in the baffles.,var
1279,"During run-up the engine shut down, and when restarted flames were observed.",var
1279,The engine quit during the run-up; after restarting we saw flames.,var
1279,Engine stopped during run-up — restart produced visible flames.,var
1279,"While doing the run-up the engine died, and flames appeared on restart.",var
1280,"Following start-up, the engine exhibited recurring hesitation at roughly 4-second intervals.",var
1280,"Right after starting, the engine kept stumbling about every five seconds.",var
1280,After engine start the powerplant intermittently hesitated every 3–6 seconds.,var
1280,"Upon start, the engine continued to stumble about every 6 seconds.",var
1281,Pilot reports needing start assist.,var
1281,The pilot requested assistance to start the engine.,var
1281,Pilot advised they require help with engine start.,var
1281,Start assistance was requested by the pilot.,var
1282,Engine cowling removed for inspection.,var
1282,We took the engine cover off to check it.,var
1282,Removed engine cover to allow inspection of internal components.,var
1282,Engine cover was taken off for a visual inspection.,var
1283,Right engine has a cracked 90-degree bracket forward of the oil cooler and requires a stop-drill to arrest the crack.,var
1283,Found a crack in the 90° bracket at the forward oil cooler on the left engine — needs stop drilling.,var
1283,Cracked ninety‑degree bracket forward of the oil cooler on engine R; perform a stop‑drill.,var
1283,The forward oil cooler bracket (90 deg) on the left engine is cracked and should be stop‑drilled to prevent further growth.,var
1284,The left engine baffle tie-rod safety wire is contacting both outboard clamps.,var
1284,Tie-rod wire on the right engine baffle is rubbing against the two O/B clamps.,var
1284,Found the baffle tie rod wire on the LH engine hitting each outboard clamp.,var
1284,Right-hand baffle tie-rod wire making contact with both O/B clamps.,var
1285,The left engine 90° bracket located forward of the oil cooler is cracked — PAS.,var
1285,Found a crack in the 45-degree bracket just ahead of the oil cooler on the right engine.,var
1285,Cracked bracket (approx. 60°) forward of oil cooler on left engine.,var
1285,A 90-degree style support bracket forward of the oil cooler on the right engine has a crack.,var
1286,Left engine overspeed occurred during takeoff and climb; RPM recorded at 2720–2730.,var
1286,"On takeoff and climb the right engine went into overspeed, roughly 2730 to 2720 RPM.",var
1286,During takeoff/initial climb the engine exceeded RPM limits — observed about 2715–2735.,var
1286,"Climb out showed an overspeed on the left engine, approximately 2725 RPM.",var
1287,Found a loose rivet on the left baffle during inspection.,var
1287,A rivet is loose on the right baffle — needs to be tightened or replaced.,var
1287,"Loose rivet observed on baffle #2, left side.",var
1287,One rivet on the right-side baffle came loose.,var
1288,Left engine would not start; the left engine cover had not been put on.,var
1288,The #2 engine failed to start because its cowling wasn't installed.,var
1288,Right engine wouldn't crank — its cover was left off.,var
1288,Engine 1 would not start; the engine cover was not fitted.,var
1289,Cylinder #2 needs a new gasket on the rocker box.,var
1289,Replace the rocker box seal on cylinder 3.,var
1289,The rocker cover gasket on cylinder 1 is worn and must be replaced.,var
1289,Install a new gasket on the rocker box for cylinder #4.,var
1290,On the downwind leg there was a reduction in power followed by a rough vibration.,var
1290,"While on downwind, power dropped and the airplane started vibrating roughly.",var
1290,"During the downwind portion, we experienced a loss of power then a rough vibration.",var
1290,"Downwind, engine power fell off and a harsh vibration occurred.",var
1291,"While taxiing, a strong smell of fumes was noticed and the carbon monoxide warning light came on.",var
1291,"    During taxi, heavy exhaust fumes were detected and the CO alarm activated.",var
1291,    On the ground taxi-out we began to smell intense fumes and the carbon monoxide warning illuminated.,var
1291,    During taxi operations a pungent odor of fumes developed and the carbon monoxide warning annunciator lit.,var
1292,"During taxi, the carbon monoxide high-level warning illuminated.",var
1292,"While taxiing, a CO high alert came on.",var
1292,The high carbon monoxide warning activated during ground taxi operations.,var
1292,A carbon monoxide high-level alarm annunciated while the aircraft was taxiing.,var
1293,During maneuvers the propeller oversped by 30 RPM above the limit.,var
1293,While maneuvering the prop ran high — roughly 35 RPM over the normal speed.,var
1293,Prop overspeed occurred during maneuvers; recorded excess approximately 25 RPM.,var
1293,The prop exceeded its allowed RPM during turns by about 28 RPM.,var
1294,The tab on the aft baffle of cylinder 3 has its rivets sheared off.,var
1294,Found the aft-baffle tab rivets sheared off on cylinder 2 during inspection.,var
1294,Rivets on the rear baffle tab of cylinder 4 are sheared off.,var
1294,Aft baffle tab rivets on cylinder #1 failed — they are sheared off.,var
1295,Loose rivets were found on the right forward baffle seal.,var
1295,Inspection revealed loose rivets at the left forward baffle seal.,var
1295,Several rivets are loose on the forward baffle seal on the right side.,var
1295,The forward baffle seal on the left side has loose rivets.,var
1296,Seepage observed at the #3 push rod exhaust tube.,var
1296,There's oil seeping from the pushrod exhaust tube on cylinder No. 2.,var
1296,Found evidence of leakage at the pushrod exhaust tube for cylinder 4.,var
1296,Leak noted at the #1 push rod exhaust tube.,var
1297,Both side baffles require baffle plug patches.,var
1297,Install baffle plug patches on the right and left baffles — both need repair.,var
1297,Baffle plug patches are needed for the side baffles on both sides.,var
1297,The #1 and #2 side baffles need baffle plug patches.,var
1298,"During run-up, the left magneto drop exceeded allowable standards.",var
1298,    On the run-up the right mags dropped beyond the limits.,var
